id,profession,image_link,internal_id,name,learned_from,skill_required,action,result,armor_class,item_quality,item_slot
480,Blacksmithing,imgs/Blacksmithing/id3489.png,id3489,Thick War Axe,trainer,91,Thick War Axe,1,Axe,Uncommon,Main Hand
481,Blacksmithing,imgs/Blacksmithing/id2857.png,id2857,Runed Copper Belt,trainer,91,Runed Copper Belt,1,Mail,Common,Waist
482,Blacksmithing,imgs/Blacksmithing/id3487.png,id3487,Heavy Copper Broadsword,trainer,95,Heavy Copper Broadsword,1,Two-Hand Sword,Uncommon,
483,Blacksmithing,imgs/Blacksmithing/id6350.png,id6350,Rough Bronze Boots,trainer,95,Rough Bronze Boots,1,Mail,Common,Feet
484,Blacksmithing,imgs/Blacksmithing/id3848.png,id3848,Big Bronze Knife,trainer,100,Big Bronze Knife,1,Dagger,Uncommon,One-Hand
485,Blacksmithing,imgs/Blacksmithing/id6338.png,id6338,Silver Rod,trainer,100,Silver Rod,1,Trade Goods,Common,
486,Blacksmithing,imgs/Blacksmithing/id6731.png,id6731,Ironforge Breastplate,recipe,100,Ironforge Breastplate,1,Mail,Uncommon,Chest
487,Blacksmithing,imgs/Blacksmithing/id2865.png,id2865,Rough Bronze Leggings,trainer,105,Rough Bronze Leggings,1,Mail,Uncommon,Legs
488,Blacksmithing,imgs/Blacksmithing/id2866.png,id2866,Rough Bronze Cuirass,trainer,105,Rough Bronze Cuirass,1,Mail,Common,Chest
489,Blacksmithing,imgs/Blacksmithing/id3480.png,id3480,Rough Bronze Shoulders,trainer,110,Rough Bronze Shoulders,1,Mail,Common,Shoulder
490,Blacksmithing,imgs/Blacksmithing/id2848.png,id2848,Bronze Mace,trainer,110,Bronze Mace,1,Mace,Common,Main Hand
491,Blacksmithing,imgs/Blacksmithing/id5540.png,id5540,Pearl-handled Dagger,trainer,115,Pearl-handled Dagger,1,Dagger,Uncommon,One-Hand
492,Blacksmithing,imgs/Blacksmithing/id2849.png,id2849,Bronze Axe,trainer,115,Bronze Axe,1,Axe,Common,Main Hand
493,Blacksmithing,imgs/Blacksmithing/id2850.png,id2850,Bronze Shortsword,trainer,120,Bronze Shortsword,1,Sword,Common,Main Hand
494,Blacksmithing,imgs/Blacksmithing/id2868.png,id2868,Patterned Bronze Bracers,trainer,120,Patterned Bronze Bracers,1,Mail,Uncommon,Wrist
495,Blacksmithing,imgs/Blacksmithing/id3490.png,id3490,Deadly Bronze Poniard,recipe,125,Deadly Bronze Poniard,1,Dagger,Uncommon,One-Hand
496,Blacksmithing,imgs/Blacksmithing/id3481.png,id3481,Silvered Bronze Shoulders,recipe,125,Silvered Bronze Shoulders,1,Mail,Uncommon,Shoulder
497,Blacksmithing,imgs/Blacksmithing/id3486.png,id3486,Heavy Grinding Stone,trainer,125,Heavy Grinding Stone,1,Trade Goods,Common,
498,Blacksmithing,imgs/Blacksmithing/id7956.png,id7956,Bronze Warhammer,trainer,125,Bronze Warhammer,1,Two-Hand Mace,Common,
499,Blacksmithing,imgs/Blacksmithing/id3491.png,id3491,Heavy Bronze Mace,trainer,130,Heavy Bronze Mace,1,Mace,Uncommon,Main Hand
500,Blacksmithing,imgs/Blacksmithing/id3482.png,id3482,Silvered Bronze Boots,trainer,130,Silvered Bronze Boots,1,Mail,Uncommon,Feet
501,Blacksmithing,imgs/Blacksmithing/id2869.png,id2869,Silvered Bronze Breastplate,recipe,130,Silvered Bronze Breastplate,1,Mail,Uncommon,Chest
502,Blacksmithing,imgs/Blacksmithing/id7957.png,id7957,Bronze Greatsword,trainer,130,Bronze Greatsword,1,Two-Hand Sword,Common,
503,Blacksmithing,imgs/Blacksmithing/id3483.png,id3483,Silvered Bronze Gauntlets,trainer,135,Silvered Bronze Gauntlets,1,Mail,Uncommon,Hands
504,Blacksmithing,imgs/Blacksmithing/id7958.png,id7958,Bronze Battle Axe,trainer,135,Bronze Battle Axe,1,Two-Hand Axe,Common,
505,Blacksmithing,imgs/Blacksmithing/id5541.png,id5541,Iridescent Hammer,recipe,140,Iridescent Hammer,1,Mace,Uncommon,One-Hand
506,Blacksmithing,imgs/Blacksmithing/id3492.png,id3492,Mighty Iron Hammer,recipe,145,Mighty Iron Hammer,1,Mace,Uncommon,Main Hand
507,Blacksmithing,imgs/Blacksmithing/id3484.png,id3484,Green Iron Boots,recipe,145,Green Iron Boots,1,Mail,Uncommon,Feet
508,Blacksmithing,imgs/Blacksmithing/id2870.png,id2870,Shining Silver Breastplate,trainer,145,Shining Silver Breastplate,1,Mail,Rare,Chest
509,Blacksmithing,imgs/Blacksmithing/id3485.png,id3485,Green Iron Gauntlets,recipe,150,Green Iron Gauntlets,1,Mail,Uncommon,Hands
510,Blacksmithing,imgs/Blacksmithing/id7071.png,id7071,Iron Buckle,trainer,150,Iron Buckle,2,Reagent,Common,
511,Blacksmithing,imgs/Blacksmithing/id11128.png,id11128,Golden Rod,trainer,150,Golden Rod,1,Trade Goods,Common,
512,Blacksmithing,imgs/Blacksmithing/id3851.png,id3851,Solid Iron Maul,recipe,155,Solid Iron Maul,1,Two-Hand Mace,Uncommon,
513,Blacksmithing,imgs/Blacksmithing/id3842.png,id3842,Green Iron Leggings,trainer,155,Green Iron Leggings,1,Mail,Uncommon,Legs
514,Blacksmithing,imgs/Blacksmithing/id10423.png,id10423,Silvered Bronze Leggings,recipe,155,Silvered Bronze Leggings,1,Mail,Uncommon,Legs
515,Blacksmithing,imgs/Blacksmithing/id3849.png,id3849,Hardened Iron Shortsword,recipe,160,Hardened Iron Shortsword,1,Sword,Uncommon,Main Hand
516,Blacksmithing,imgs/Blacksmithing/id3840.png,id3840,Green Iron Shoulders,recipe,160,Green Iron Shoulders,1,Mail,Uncommon,Shoulder
517,Blacksmithing,imgs/Blacksmithing/id7913.png,id7913,Barbaric Iron Shoulders,recipe,160,Barbaric Iron Shoulders,1,Mail,Uncommon,Shoulder
518,Blacksmithing,imgs/Blacksmithing/id7914.png,id7914,Barbaric Iron Breastplate,recipe,160,Barbaric Iron Breastplate,1,Mail,Uncommon,Chest
519,Blacksmithing,imgs/Blacksmithing/id3835.png,id3835,Green Iron Bracers,trainer,165,Green Iron Bracers,1,Mail,Common,Wrist
520,Blacksmithing,imgs/Blacksmithing/id3852.png,id3852,Golden Iron Destroyer,recipe,170,Golden Iron Destroyer,1,Two-Hand Mace,Uncommon,
521,Blacksmithing,imgs/Blacksmithing/id3836.png,id3836,Green Iron Helm,trainer,170,Green Iron Helm,1,Mail,Uncommon,Head
522,Blacksmithing,imgs/Blacksmithing/id3843.png,id3843,Golden Scale Leggings,recipe,170,Golden Scale Leggings,1,Mail,Uncommon,Legs
523,Blacksmithing,imgs/Blacksmithing/id3850.png,id3850,Jade Serpentblade,recipe,175,Jade Serpentblade,1,Sword,Uncommon,One-Hand
524,Blacksmithing,imgs/Blacksmithing/id3841.png,id3841,Golden Scale Shoulders,recipe,175,Golden Scale Shoulders,1,Mail,Uncommon,Shoulder
525,Blacksmithing,imgs/Blacksmithing/id7915.png,id7915,Barbaric Iron Helm,recipe,175,Barbaric Iron Helm,1,Mail,Uncommon,Head
526,Blacksmithing,imgs/Blacksmithing/id3853.png,id3853,Moonsteel Broadsword,recipe,180,Moonsteel Broadsword,1,Two-Hand Sword,Uncommon,
527,Blacksmithing,imgs/Blacksmithing/id3844.png,id3844,Green Iron Hauberk,trainer,180,Green Iron Hauberk,1,Mail,Rare,Chest
528,Blacksmithing,imgs/Blacksmithing/id7916.png,id7916,Barbaric Iron Boots,recipe,180,Barbaric Iron Boots,1,Mail,Uncommon,Feet
529,Blacksmithing,imgs/Blacksmithing/id3855.png,id3855,Massive Iron Axe,recipe,185,Massive Iron Axe,1,Two-Hand Axe,Uncommon,
530,Blacksmithing,imgs/Blacksmithing/id3846.png,id3846,Polished Steel Boots,recipe,185,Polished Steel Boots,1,Mail,Uncommon,Feet
531,Blacksmithing,imgs/Blacksmithing/id6040.png,id6040,Golden Scale Bracers,trainer,185,Golden Scale Bracers,1,Mail,Common,Wrist
532,Blacksmithing,imgs/Blacksmithing/id7917.png,id7917,Barbaric Iron Gloves,recipe,185,Barbaric Iron Gloves,1,Mail,Uncommon,Hands
533,Blacksmithing,imgs/Blacksmithing/id3837.png,id3837,Golden Scale Coif,recipe,190,Golden Scale Coif,1,Mail,Uncommon,Head
534,Blacksmithing,imgs/Blacksmithing/id3845.png,id3845,Golden Scale Cuirass,recipe,195,Golden Scale Cuirass,1,Mail,Uncommon,Chest
535,Blacksmithing,imgs/Blacksmithing/id3856.png,id3856,Shadow Crescent Axe,recipe,200,Shadow Crescent Axe,1,Two-Hand Axe,Uncommon,
536,Blacksmithing,imgs/Blacksmithing/id3847.png,id3847,Golden Scale Boots,recipe,200,Golden Scale Boots,1,Mail,Uncommon,Feet
537,Blacksmithing,imgs/Blacksmithing/id7963.png,id7963,Steel Breastplate,trainer,200,Steel Breastplate,1,Mail,Uncommon,Chest
538,Blacksmithing,imgs/Blacksmithing/id7966.png,id7966,Solid Grinding Stone,trainer,200,Solid Grinding Stone,1,Trade Goods,Common,
539,Blacksmithing,imgs/Blacksmithing/id9060.png,id9060,Inlaid Mithril Cylinder,recipe,200,Inlaid Mithril Cylinder,1,Reagent,Common,
540,Blacksmithing,imgs/Blacksmithing/id11144.png,id11144,Truesilver Rod,trainer,200,Truesilver Rod,1,Trade Goods,Common,
541,Blacksmithing,imgs/Blacksmithing/id7918.png,id7918,Heavy Mithril Shoulder,trainer,205,Heavy Mithril Shoulder,1,Plate,Uncommon,Shoulder
542,Blacksmithing,imgs/Blacksmithing/id7919.png,id7919,Heavy Mithril Gauntlet,trainer,205,Heavy Mithril Gauntlet,1,Plate,Uncommon,Hands
543,Blacksmithing,imgs/Blacksmithing/id9366.png,id9366,Golden Scale Gauntlets,recipe,205,Golden Scale Gauntlets,1,Mail,Uncommon,Hands
544,Blacksmithing,imgs/Blacksmithing/id7921.png,id7921,Heavy Mithril Pants,recipe,210,Heavy Mithril Pants,1,Plate,Uncommon,Legs
545,Blacksmithing,imgs/Blacksmithing/id7941.png,id7941,Heavy Mithril Axe,trainer,210,Heavy Mithril Axe,1,Axe,Uncommon,Main Hand
546,Blacksmithing,imgs/Blacksmithing/id7922.png,id7922,Steel Plate Helm,trainer,215,Steel Plate Helm,1,Plate,Common,Head
547,Blacksmithing,imgs/Blacksmithing/id7924.png,id7924,Mithril Scale Bracers,recipe,215,Mithril Scale Bracers,1,Mail,Uncommon,Wrist
548,Blacksmithing,imgs/Blacksmithing/id7942.png,id7942,Blue Glittering Axe,recipe,220,Blue Glittering Axe,1,Axe,Uncommon,One-Hand
549,Blacksmithing,imgs/Blacksmithing/id7938.png,id7938,Truesilver Gauntlets,trainer,225,Truesilver Gauntlets,1,Plate,Rare,Hands
550,Blacksmithing,imgs/Blacksmithing/id7943.png,id7943,Wicked Mithril Blade,recipe,225,Wicked Mithril Blade,1,Sword,Uncommon,Main Hand
551,Blacksmithing,imgs/Blacksmithing/id7930.png,id7930,Heavy Mithril Breastplate,trainer,230,Heavy Mithril Breastplate,1,Plate,Uncommon,Chest
552,Blacksmithing,imgs/Blacksmithing/id7931.png,id7931,Mithril Coif,trainer,230,Mithril Coif,1,Mail,Uncommon,Head
553,Blacksmithing,imgs/Blacksmithing/id7945.png,id7945,Big Black Mace,trainer,230,Big Black Mace,1,Mace,Uncommon,Main Hand
554,Blacksmithing,imgs/Blacksmithing/id7932.png,id7932,Mithril Scale Shoulders,recipe,235,Mithril Scale Shoulders,1,Mail,Uncommon,Shoulder
555,Blacksmithing,imgs/Blacksmithing/id7933.png,id7933,Heavy Mithril Boots,trainer,235,Heavy Mithril Boots,1,Plate,Uncommon,Feet
556,Blacksmithing,imgs/Blacksmithing/id7944.png,id7944,Dazzling Mithril Rapier,recipe,240,Dazzling Mithril Rapier,1,Sword,Uncommon,Main Hand
557,Blacksmithing,imgs/Blacksmithing/id7934.png,id7934,Heavy Mithril Helm,recipe,245,Heavy Mithril Helm,1,Plate,Uncommon,Head
558,Blacksmithing,imgs/Blacksmithing/id7946.png,id7946,Runed Mithril Hammer,recipe,245,Runed Mithril Hammer,1,Mace,Uncommon,Main Hand
559,Blacksmithing,imgs/Blacksmithing/id12644.png,id12644,Dense Grinding Stone,trainer,250,Dense Grinding Stone,1,Trade Goods,Common,
560,Blacksmithing,imgs/Blacksmithing/id12405.png,id12405,Thorium Armor,recipe,250,Thorium Armor,1,Plate,Uncommon,Chest
561,Blacksmithing,imgs/Blacksmithing/id12406.png,id12406,Thorium Belt,recipe,250,Thorium Belt,1,Plate,Uncommon,Waist
562,Blacksmithing,imgs/Blacksmithing/id7947.png,id7947,Ebon Shiv,recipe,255,Ebon Shiv,1,Dagger,Uncommon,One-Hand
563,Blacksmithing,imgs/Blacksmithing/id12408.png,id12408,Thorium Bracers,recipe,255,Thorium Bracers,1,Plate,Uncommon,Wrist
564,Blacksmithing,imgs/Blacksmithing/id12416.png,id12416,Radiant Belt,recipe,260,Radiant Belt,1,Mail,Uncommon,Waist
565,Blacksmithing,imgs/Blacksmithing/id12428.png,id12428,Imperial Plate Shoulders,recipe,265,Imperial Plate Shoulders,1,Plate,Uncommon,Shoulder
566,Blacksmithing,imgs/Blacksmithing/id12424.png,id12424,Imperial Plate Belt,recipe,265,Imperial Plate Belt,1,Plate,Uncommon,Waist
567,Blacksmithing,imgs/Blacksmithing/id11606.png,id11606,Dark Iron Mail,recipe,270,Dark Iron Mail,1,Mail,Uncommon,Chest
568,Blacksmithing,imgs/Blacksmithing/id12415.png,id12415,Radiant Breastplate,recipe,270,Radiant Breastplate,1,Mail,Uncommon,Chest
569,Blacksmithing,imgs/Blacksmithing/id12425.png,id12425,Imperial Plate Bracers,recipe,270,Imperial Plate Bracers,1,Plate,Uncommon,Wrist
570,Blacksmithing,imgs/Blacksmithing/id12773.png,id12773,Ornate Thorium Handaxe,recipe,275,Ornate Thorium Handaxe,1,Axe,Uncommon,Main Hand
571,Blacksmithing,imgs/Blacksmithing/id16206.png,id16206,Arcanite Rod,trainer,275,Arcanite Rod,1,Trade Goods,Common,
572,Blacksmithing,imgs/Blacksmithing/id11605.png,id11605,Dark Iron Shoulders,recipe,280,Dark Iron Shoulders,1,Plate,Uncommon,Shoulder
573,Blacksmithing,imgs/Blacksmithing/id12409.png,id12409,Thorium Boots,recipe,280,Thorium Boots,1,Plate,Uncommon,Feet
574,Blacksmithing,imgs/Blacksmithing/id12410.png,id12410,Thorium Helm,recipe,280,Thorium Helm,1,Plate,Uncommon,Head
575,Blacksmithing,imgs/Blacksmithing/id12418.png,id12418,Radiant Gloves,recipe,285,Radiant Gloves,1,Mail,Uncommon,Hands
576,Blacksmithing,imgs/Blacksmithing/id12419.png,id12419,Radiant Boots,recipe,290,Radiant Boots,1,Mail,Uncommon,Feet
577,Blacksmithing,imgs/Blacksmithing/id19051.png,id19051,Girdle of the Dawn,recipe,290,Girdle of the Dawn,1,Plate,Rare,Waist
578,Blacksmithing,imgs/Blacksmithing/id12426.png,id12426,Imperial Plate Boots,recipe,295,Imperial Plate Boots,1,Plate,Uncommon,Feet
579,Blacksmithing,imgs/Blacksmithing/id12427.png,id12427,Imperial Plate Helm,recipe,295,Imperial Plate Helm,1,Plate,Uncommon,Head
580,Blacksmithing,imgs/Blacksmithing/id12417.png,id12417,Radiant Circlet,recipe,295,Radiant Circlet,1,Mail,Uncommon,Head
581,Blacksmithing,imgs/Blacksmithing/id12414.png,id12414,Thorium Leggings,recipe,300,Thorium Leggings,1,Plate,Uncommon,Legs
582,Blacksmithing,imgs/Blacksmithing/id12422.png,id12422,Imperial Plate Chest,recipe,300,Imperial Plate Chest,1,Plate,Uncommon,Chest
583,Blacksmithing,imgs/Blacksmithing/id12610.png,id12610,Runic Plate Shoulders,recipe,300,Runic Plate Shoulders,1,Plate,Uncommon,Shoulder
584,Blacksmithing,imgs/Blacksmithing/id12611.png,id12611,Runic Plate Boots,recipe,300,Runic Plate Boots,1,Plate,Uncommon,Feet
585,Blacksmithing,imgs/Blacksmithing/id12420.png,id12420,Radiant Leggings,recipe,300,Radiant Leggings,1,Mail,Uncommon,Legs
586,Blacksmithing,imgs/Blacksmithing/id12612.png,id12612,Runic Plate Helm,recipe,300,Runic Plate Helm,1,Plate,Uncommon,Head
587,Blacksmithing,imgs/Blacksmithing/id12429.png,id12429,Imperial Plate Leggings,recipe,300,Imperial Plate Leggings,1,Plate,Uncommon,Legs
588,Blacksmithing,imgs/Blacksmithing/id12613.png,id12613,Runic Breastplate,recipe,300,Runic Breastplate,1,Plate,Uncommon,Chest
589,Blacksmithing,imgs/Blacksmithing/id12614.png,id12614,Runic Plate Leggings,recipe,300,Runic Plate Leggings,1,Plate,Uncommon,Legs
590,Blacksmithing,imgs/Blacksmithing/id19057.png,id19057,Gloves of the Dawn,recipe,300,Gloves of the Dawn,1,Plate,Rare,Hands
591,Blacksmithing,imgs/Blacksmithing/id19148.png,id19148,Dark Iron Helm,recipe,300,Dark Iron Helm,1,Plate,Epic,Head
592,Blacksmithing,imgs/Blacksmithing/id19164.png,id19164,Dark Iron Gauntlets,recipe,300,Dark Iron Gauntlets,1,Plate,Epic,Hands
593,Blacksmithing,imgs/Blacksmithing/id19691.png,id19691,Bloodsoul Shoulders,recipe,300,Bloodsoul Shoulders,1,Mail,Rare,Shoulder
594,Blacksmithing,imgs/Blacksmithing/id20039.png,id20039,Dark Iron Boots,recipe,300,Dark Iron Boots of ...,1,Plate,Epic,Feet
595,Blacksmithing,imgs/Blacksmithing/id2867.png,id2867,Rough Bronze Bracers,trainer,0,,1,None,Common,
596,Blacksmithing,imgs/Blacksmithing/id6730.png,id6730,Ironforge Chain,trainer,0,,1,None,Common,
597,Blacksmithing,imgs/Blacksmithing/id6733.png,id6733,Ironforge Gauntlets,trainer,0,,1,None,Common,
598,Blacksmithing,imgs/Blacksmithing/id7925.png,id7925,Mithril Scale Gloves,trainer,0,,1,None,Common,
599,Blacksmithing,imgs/Blacksmithing/id7929.png,id7929,Orcish War Leggings,trainer,0,Orcish War Leggings,1,Mail,Uncommon,Legs
600,Blacksmithing,imgs/Blacksmithing/id12625.png,id12625,Dawnbringer Shoulders,trainer,0,,1,None,Common,
601,Blacksmithing,imgs/Blacksmithing/id12764.png,id12764,Thorium Greatsword,trainer,0,,1,None,Common,
602,Blacksmithing,imgs/Blacksmithing/id12769.png,id12769,Bleakwood Hew,trainer,0,,1,None,Common,
603,Blacksmithing,imgs/Blacksmithing/id12772.png,id12772,Inlaid Thorium Hammer,trainer,0,,1,None,Common,
604,Blacksmithing,imgs/Blacksmithing/id12779.png,id12779,Rune Edge,trainer,0,,1,None,Common,
605,Blacksmithing,imgs/Blacksmithing/id12795.png,id12795,Blood Talon,trainer,0,,1,None,Common,
606,Blacksmithing,imgs/Blacksmithing/id12802.png,id12802,Darkspear,trainer,0,,1,None,Common,
607,Blacksmithing,imgs/Blacksmithing/id11604.png,id11604,Dark Iron Plate,recipe,285,Dark Iron Plate,1,Plate,Rare,Chest
608,Blacksmithing,imgs/Blacksmithing/id17014.png,id17014,Dark Iron Bracers,recipe,295,Dark Iron Bracers,1,Plate,Epic,Wrist
609,Blacksmithing,imgs/Blacksmithing/id16989.png,id16989,Fiery Chain Girdle,recipe,295,Fiery Chain Girdle,1,Mail,Epic,Waist
610,Blacksmithing,imgs/Blacksmithing/id12636.png,id12636,Helm of the Great Chief,recipe,300,Helm of the Great Chief,1,Mail,Rare,Head
611,Blacksmithing,imgs/Blacksmithing/id17013.png,id17013,Dark Iron Leggings,recipe,300,Dark Iron Leggings,1,Plate,Epic,Legs
612,Blacksmithing,imgs/Blacksmithing/id16988.png,id16988,Fiery Chain Shoulders,recipe,300,Fiery Chain Shoulders,1,Mail,Epic,Shoulder
613,Blacksmithing,imgs/Blacksmithing/id12782.png,id12782,Corruption,recipe,290,Corruption,1,Two-Hand Sword,Rare,
614,Blacksmithing,imgs/Blacksmithing/id17015.png,id17015,Dark Iron Reaver,recipe,300,Dark Iron Reaver,1,Sword,Rare,Main Hand
615,Blacksmithing,imgs/Blacksmithing/id17016.png,id17016,Dark Iron Destroyer,recipe,300,Dark Iron Destroyer,1,Axe,Rare,Main Hand
616,Enchanting,imgs/Enchanting/id6218.png,id6218,Runed Copper Rod,trainer,1,Runed Copper Rod,1,Trade Goods,Common,
617,Enchanting,imgs/Enchanting/id11287.png,id11287,Lesser Magic Wand,trainer,15,Lesser Magic Wand,1,Wand,Uncommon,
618,Enchanting,imgs/Enchanting/id11288.png,id11288,Greater Magic Wand,trainer,70,Greater Magic Wand,1,Wand,Uncommon,
619,Enchanting,imgs/Enchanting/id6339.png,id6339,Runed Silver Rod,trainer,100,Runed Silver Rod,1,Trade Goods,Common,
620,Enchanting,imgs/Enchanting/id11130.png,id11130,Runed Golden Rod,trainer,150,Runed Golden Rod,1,Trade Goods,Common,
621,Enchanting,imgs/Enchanting/id11289.png,id11289,Lesser Mystic Wand,trainer,150,Lesser Mystic Wand,1,Wand,Uncommon,
622,Enchanting,imgs/Enchanting/id11290.png,id11290,Greater Mystic Wand,trainer,175,Greater Mystic Wand,1,Wand,Uncommon,
623,Enchanting,imgs/Enchanting/id11145.png,id11145,Runed Truesilver Rod,trainer,200,Runed Truesilver Rod,1,Trade Goods,Common,
624,Enchanting,imgs/Enchanting/id12810.png,id12810,Enchanted Leather,trainer,250,Enchanted Leather,1,Trade Goods,Common,
625,Enchanting,imgs/Enchanting/id12655.png,id12655,Enchanted Thorium,trainer,250,Enchanted Thorium Bar,1,Trade Goods,Common,
626,Enchanting,imgs/Enchanting/id11811.png,id11811,Smoking Heart of the Mountain,recipe,265,Smoking Heart of the Mountain,1,Miscellaneous,Rare,Trinket
627,Enchanting,imgs/Enchanting/id16207.png,id16207,Runed Arcanite Rod,recipe,290,Runed Arcanite Rod,1,Trade Goods,Common,
628,Enchanting,imgs/Enchanting/id17968.png,id17968,Charged Scale of Onyxia,trainer,0,,1,None,Common,
629,Engineering,imgs/Engineering/id4357.png,id4357,Rough Blasting Powder,trainer,1,Rough Blasting Powder,1,Parts,Common,
630,Engineering,imgs/Engineering/id8067.png,id8067,Crafted Light Shot,trainer,1,Crafted Light Shot,200,Bullet,Common,
631,Engineering,imgs/Engineering/id4359.png,id4359,Handful of Copper Bolts,trainer,30,Handful of Copper Bolts,1,Parts,Common,
632,Engineering,imgs/Engineering/id4361.png,id4361,Copper Tube,trainer,50,Copper Tube,1,Parts,Common,
633,Engineering,imgs/Engineering/id4362.png,id4362,Rough Boomstick,trainer,50,Rough Boomstick,1,Gun,Uncommon,
634,Engineering,imgs/Engineering/id6219.png,id6219,Arclight Spanner,trainer,50,Arclight Spanner,1,Miscellaneous,Common,Main Hand
635,Engineering,imgs/Engineering/id4363.png,id4363,Copper Modulator,trainer,65,Copper Modulator,1,Parts,Common,
636,Engineering,imgs/Engineering/id4364.png,id4364,Coarse Blasting Powder,trainer,75,Coarse Blasting Powder,1,Parts,Common,
637,Engineering,imgs/Engineering/id8068.png,id8068,Crafted Heavy Shot,trainer,75,Crafted Heavy Shot,200,Bullet,Common,
638,Engineering,imgs/Engineering/id4404.png,id4404,Silver Contact,trainer,90,Silver Contact,5,Parts,Common,
639,Engineering,imgs/Engineering/id4368.png,id4368,Flying Tiger Goggles,trainer,100,Flying Tiger Goggles,1,Cloth,Uncommon,Head
640,Engineering,imgs/Engineering/id6712.png,id6712,Practice Lock,trainer,100,Practice Lock,1,Misc,Common,
641,Engineering,imgs/Engineering/id4369.png,id4369,Deadly Blunderbuss,trainer,105,Deadly Blunderbuss,1,Gun,Uncommon,
642,Engineering,imgs/Engineering/id4371.png,id4371,Bronze Tube,trainer,105,Bronze Tube,1,Parts,Common,
643,Engineering,imgs/Engineering/id4372.png,id4372,Lovingly Crafted Boomstick,recipe,120,Lovingly Crafted Boomstick,1,Gun,Uncommon,
644,Engineering,imgs/Engineering/id4373.png,id4373,Shadow Goggles,recipe,120,Shadow Goggles,1,Cloth,Uncommon,Head
645,Engineering,imgs/Engineering/id4375.png,id4375,Whirring Bronze Gizmo,trainer,125,Whirring Bronze Gizmo,1,Parts,Common,
646,Engineering,imgs/Engineering/id4377.png,id4377,Heavy Blasting Powder,trainer,125,Heavy Blasting Powder,1,Parts,Common,
647,Engineering,imgs/Engineering/id8069.png,id8069,Crafted Solid Shot,trainer,125,Crafted Solid Shot,200,Bullet,Common,
648,Engineering,imgs/Engineering/id4379.png,id4379,Silver-plated Shotgun,trainer,130,Silver-plated Shotgun,1,Gun,Uncommon,
649,Engineering,imgs/Engineering/id4382.png,id4382,Bronze Framework,trainer,145,Bronze Framework,1,Parts,Common,
650,Engineering,imgs/Engineering/id4383.png,id4383,Moonsight Rifle,recipe,145,Moonsight Rifle,1,Gun,Uncommon,
651,Engineering,imgs/Engineering/id4385.png,id4385,Green Tinted Goggles,trainer,150,Green Tinted Goggles,1,Cloth,Uncommon,Head
652,Engineering,imgs/Engineering/id10558.png,id10558,Gold Power Core,trainer,150,Gold Power Core,3,Parts,Common,
653,Engineering,imgs/Engineering/id4387.png,id4387,Iron Strut,trainer,160,Iron Strut,1,Parts,Common,
654,Engineering,imgs/Engineering/id4389.png,id4389,Gyrochronatom,trainer,170,Gyrochronatom,1,Parts,Common,
655,Engineering,imgs/Engineering/id10505.png,id10505,Solid Blasting Powder,trainer,175,Solid Blasting Powder,1,Parts,Common,
656,Engineering,imgs/Engineering/id10499.png,id10499,Bright-Eye Goggles,recipe,175,Bright-Eye Goggles,1,Cloth,Uncommon,Head
657,Engineering,imgs/Engineering/id10498.png,id10498,Gyromatic Micro-Adjustor,trainer,175,Gyromatic Micro-Adjustor,1,Parts,Common,
658,Engineering,imgs/Engineering/id4393.png,id4393,Craftsman's Monocle,recipe,185,Craftsman's Monocle,1,Cloth,Uncommon,Head
659,Engineering,imgs/Engineering/id10559.png,id10559,Mithril Tube,trainer,195,Mithril Tube,1,Parts,Common,
660,Engineering,imgs/Engineering/id10560.png,id10560,Unstable Trigger,trainer,200,Unstable Trigger,1,Parts,Common,
661,Engineering,imgs/Engineering/id10500.png,id10500,Fire Goggles,trainer,205,Fire Goggles,1,Cloth,Uncommon,Head
662,Engineering,imgs/Engineering/id10508.png,id10508,Mithril Blunderbuss,trainer,205,Mithril Blunderbuss,1,Gun,Uncommon,
663,Engineering,imgs/Engineering/id10512.png,id10512,Hi-Impact Mithril Slugs,trainer,210,Hi-Impact Mithril Slugs,200,Bullet,Uncommon,
664,Engineering,imgs/Engineering/id10545.png,id10545,Gnomish Goggles,trainer,210,Gnomish Goggles,1,Cloth,Uncommon,Head
665,Engineering,imgs/Engineering/id10561.png,id10561,Mithril Casing,trainer,215,Mithril Casing,1,Parts,Common,
666,Engineering,imgs/Engineering/id10503.png,id10503,Rose Colored Goggles,trainer,230,Rose Colored Goggles,1,Cloth,Uncommon,Head
667,Engineering,imgs/Engineering/id10513.png,id10513,Mithril Gyro-Shot,trainer,245,Mithril Gyro-Shot,200,Bullet,Uncommon,
668,Engineering,imgs/Engineering/id10504.png,id10504,Green Lens,trainer,245,Green Lens of ...,1,Cloth,Rare,Head
669,Engineering,imgs/Engineering/id15992.png,id15992,Dense Blasting Powder,trainer,250,Dense Blasting Powder,1,Parts,Common,
670,Engineering,imgs/Engineering/id15994.png,id15994,Thorium Widget,recipe,260,Thorium Widget,1,Parts,Common,
671,Engineering,imgs/Engineering/id18631.png,id18631,Truesilver Transformer,recipe,260,Truesilver Transformer,1,Parts,Common,
672,Engineering,imgs/Engineering/id16004.png,id16004,Dark Iron Rifle,recipe,275,Dark Iron Rifle,1,Gun,Rare,
673,Engineering,imgs/Engineering/id16000.png,id16000,Thorium Tube,recipe,275,Thorium Tube,1,Parts,Common,
